mouse_gene,human_gene,priority_rank,priority_reason,pmid,doi,pmcid,title,journal,year,cited_by,gene_in_title,method_in_abstract,zone_in_abstract,why_this_record,url
Krit1,KRIT1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11627200,Abstracts from the 57th European Society of Human Genetics (ESHG) Conference: Hybrid Posters,European journal of human genetics : EJHG,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Pdcd10,PDCD10,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11627200,Abstracts from the 57th European Society of Human Genetics (ESHG) Conference: Hybrid Posters,European journal of human genetics : EJHG,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Kdm1a,KDM1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC10722593,"Poster Presentations : Day 2 (March 22, 12:45 ≈ 14:00)",The journal of physiological sciences : JPS,2015,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Mast3,MAST3,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11627199,Abstracts from the 57th European Society of Human Genetics (ESHG) Conference: e-Posters,European journal of human genetics : EJHG,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Lgr4,LGR4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC10722593,"Poster Presentations : Day 2 (March 22, 12:45 ≈ 14:00)",The journal of physiological sciences : JPS,2015,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Dcp2,DCP2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC6610276,Talks,FEBS open bio,2019,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Ctbp1,CTBP1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC2933098,"Groupe pour L’Avancement de la Microchirurgie Canada (GAM) : Abstracts presented at the 31st Annual Meeting / 31e Reunion annuele June 16, 2010",The Canadian journal of plastic surgery = Journal canadien de chirurgie plastique,2010,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Unc5b,UNC5B,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC4272368,"Abstracts from Purines 2014, an International Conference on Nucleotides, Nucleosides and Nucleobases, held in Bonn, Germany, from July 23–27, 2014",Purinergic signalling,2014,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Kdelr2,KDELR2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC9909686,"Abstracts from the 14th International Conference on Osteogenesis Imperfecta, Sheffield, UK, 30 August – 2 September 2022",JBMR plus,2023,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Bambi,BAMBI,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,21484585,10.1007/s12079-011-0118-2,PMC3058198,"Abstracts of the 6th International Workshop on the CCN Family of Genes : Held at the Slieve Donnard Hotel, Newcastle, Northern Ireland 20-24 October 2010.",Journal of cell communication and signaling,2011,0,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s12079-011-0118-2
Swi5,SWI5,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC524207,"Wednesday: Poster Sessions, Pt.II",Molecular biology of the cell,1994,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Vti1a,VTI1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,42070715,10.1016/j.bone.2026.117913,PMC13234693,Progenitors from distinct perichondrium layers initiate tumor formation in hereditary multiple osteochondromas as revealed in a mouse model.,Bone,2026,0,False,lineage tracing,perichondrial,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.bone.2026.117913
Vti1a,VTI1A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,42054994,10.1016/j.cell.2026.04.009,PMC13235847,Unbiased niche labeling maps immune-excluded niche in bone metastasis.,Cell,2026,0,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.cell.2026.04.009
Afdn,AFDN,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11627199,Abstracts from the 57th European Society of Human Genetics (ESHG) Conference: e-Posters,European journal of human genetics : EJHG,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Ccm2,CCM2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11627200,Abstracts from the 57th European Society of Human Genetics (ESHG) Conference: Hybrid Posters,European journal of human genetics : EJHG,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Cop1,COP1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11696521,Abstracts,Cancer science,2025,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Cbfb,CBFB,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC10111999,"Abstracts of the 50th ECTS Congress featuring BRS Annual Meeting, 15‐18 April 2023, Liverpool",JBMR plus,2023,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Suv39h1,SUV39H1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC10722593,"Poster Presentations : Day 2 (March 22, 12:45 ≈ 14:00)",The journal of physiological sciences : JPS,2015,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Kdm2a,KDM2A,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC10772079,Abstracts from the 56th European Society of Human Genetics (ESHG) Conference: Oral Presentations,European journal of human genetics : EJHG,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Hnrnpc,HNRNPCL1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11696521,Abstracts,Cancer science,2025,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Suz12,SUZ12,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC10111999,"Abstracts of the 50th ECTS Congress featuring BRS Annual Meeting, 15‐18 April 2023, Liverpool",JBMR plus,2023,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Setd5,SETD5,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11627199,Abstracts from the 57th European Society of Human Genetics (ESHG) Conference: e-Posters,European journal of human genetics : EJHG,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Ckap2,CKAP2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC5770438,"Abstracts of the 76th Annual Meeting of the Japanese Cancer Association; 2017 Sept 28‐30; Yokohama, Japan",Cancer science,2018,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Mtf2,MTF2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,26632286,10.1038/npp.2015.325,PMC4672310,"Poster Session IMonday, December 7, 2015.",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2015,0,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/npp.2015.325
Zkscan3,ZKSCAN4,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11696521,Abstracts,Cancer science,2025,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Gnas,GNAS,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,40480604,10.1016/j.joca.2025.05.012,PMC12258969,Mechanoepigenetics in musculoskeletal disease.,Osteoarthritis and cartilage,2026,0,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1016/j.joca.2025.05.012
Ppp2r5d,PPP2R5D,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11627199,Abstracts from the 57th European Society of Human Genetics (ESHG) Conference: e-Posters,European journal of human genetics : EJHG,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Aldh2,ALDH2,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11696521,Abstracts,Cancer science,2025,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Ift57,IFT57,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11627199,Abstracts from the 57th European Society of Human Genetics (ESHG) Conference: e-Posters,European journal of human genetics : EJHG,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Sox6,SOX6,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,39945760,10.1093/stmcls/sxaf006,PMC11892563,Harnessing the diversity and potential of endogenous skeletal stem cells for musculoskeletal tissue regeneration.,"Stem cells (Dayton, Ohio)",2025,0,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1093/stmcls/sxaf006
Eed,EED,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11696521,Abstracts,Cancer science,2025,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Eed,EED,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,26632286,10.1038/npp.2015.325,PMC4672310,"Poster Session IMonday, December 7, 2015.",Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,2015,0,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1038/npp.2015.325
Myh9,MYH9,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11627199,Abstracts from the 57th European Society of Human Genetics (ESHG) Conference: e-Posters,European journal of human genetics : EJHG,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Ptbp1,PTBP1,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC5770438,"Abstracts of the 76th Annual Meeting of the Japanese Cancer Association; 2017 Sept 28‐30; Yokohama, Japan",Cancer science,2018,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
Strap,STRAP,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,25201719,10.1007/s12079-014-0238-6,PMC4165821,"Abstracts canadian connective tissue meeting london, ontario, Canada, june 8-10, 2014.",Journal of cell communication and signaling,2014,0,False,,,closed-access record matching gene x growth-plate x method,https://doi.org/10.1007/s12079-014-0238-6
Strap,STRAP,3,secondary-validated CRISPR evidence and no open-access intact-tissue record,,,PMC11646227,"Scientific Abstracts: 16th Asian Congress of Oral and Maxillofacial Surgery 2024, Chennai",Journal of maxillofacial and oral surgery,2024,0,False,,,closed-access record matching gene x growth-plate x method,https://pubmed.ncbi.nlm.nih.gov/None/
